Lebih enak daripada Transjakarta ya;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Mantap, smoga suatu hari nanti mrt bisa sambung ke jonggol.;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Alhamdulillah sudah mencoba MRT Jakarta .. bagus, lancar, cepat, tepat waktu, nyaman, bersih dan modern. Selamat , semoga sukses dan tetap terawat ..;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Bagus, bersih dan pelayanan nya memuaskan semoga ke depan hubungan kerjasama nya makin meningkat ????;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Keren MRTJ yang membuatku berubah ke transportasi umum harian. Selama ini pergi dan pulang kantor  tenggelam di kemacetan.. sekarang bisa menikmati Jakarta dengan MRT.  #yuknaikMRT;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
bersih dan nyaman...fasilitasnya bagus dan petugasnya cekatan dalam membantu masarakat.;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Nyaman, tepat, cepat, kualitas stasiun dan keretanya bagus;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
tidak perlu menunggu lama utk menunggu MRT,krna ada setiap 10 menit skali..cepat dan bebas hambatan;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
alhamdulillah baru sempet naik MRt. nyaman, bersih , dingin. semoga tetap terjaga ya smp selama2nya … ;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Betul, petugas MRT Jakarta sangat ramah terhadap penyandang disabilitas. Sewaktu saya kecelakaan dan harus pake kruk , naik mrt pergi dan pulang kantor sangat nyaman. Jempol untuk fasilitas pendukungnya ????;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Hidup gw jadi lebih nyaman karena gak mikir macet, berangkat kantor jadi semangat karena bisa ngeliat banyak orang yang hidupnya juga jadi lebih nyaman, dan terakhir bisa mengekspresikan hobby foto karena di #MRTJakarta banyak momen yg bisa dicapture.;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
MRT adalah moda raya transportasi yang cepat dan anti macet;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Nyobain moda transportasi baru yaitu #MRTJKT terimakasih kepada semua pihak terkait termasuk pekerja konstruksi yang telah mewujudkannya. semoga  @mrtjakarta bisa mengurangi kemacetan & dapat merubah kultur warga jakarta, semoga juga jalur mrt selanjutnya dapat segera dibangun ????;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Asik akhirnya nyobain #MRTJakarta juga, terima kasih buat semua pekerja, pemerintahan dan sponsor yg mendukung proyek MRT ini, mari kita jaga bersama ya supaya tetap bersih dan nyaman utk digunakan;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Dari ratu plaza ke blok m secepet lo masak mie rebus guys.. bisa pulang cepet deh! Terimakasih @mrtjakarta  ??;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
terima kasih MRT Jakarta atas layanan terbaik nya , semoga tahun tahun berikutnya bisa tambah koridor sampe ke jakarta barat :);Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Cepat, bersih dan on time ! Time is money buat orang kerja.;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Cobain MRT, stasiunnya luas banget, keretanya juga keren. Ga kalah sama Singapore. Indonesia bisa bikin MRT juga ternyata. Selamat MRT!! Keep up the good work ??;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Lewat sini dari smt 1 dan bnr2 ngikutin perjalanan semua perubahan2nya WKWK serius tapi. Semenjak ada mrt, kolong ini mulai direnovasi, diperbaharui, diperbagus, dan tadinya ini kolong ga berwarna, akhirnya di cat putih semua dan di kasi lampu gitu hua seneng dah sbg pejalan kaki;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Kepada Admin MRT Jakarta, saya sering membaca jawaban twitter MRT Jakarta kepada khalayak dengan bahasa yang baik, sopan, santun, ramah, dan bijak (tidak terbawa emosi khalayak) dalam menyampaikan penjelasan aturan dan ketentuan yang berlaku. Hidup MRT Jakarta.;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Kerja bagus MRT, terus pertahankan prestasimu;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
sangat profesional ?? salut;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
keren aja dan bebas macet jadi cepat sampai tujuan;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Bersih, dingin, pokoknya mantap lah... Kerja bagus MRT Jakarta ??;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
mempercepat perjalanan sesuai kebutuhan ....;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Cepat, tepat waktu dan bersih keretanya;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Nyaman...sudah jadi transportasi andalan saya jika mau mengarah ke Sudirman. Petunjuk arahnya juga sudah cukup jelas....tinggal kita yang aktif nanya kalau masih bingung;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Bersih dan pelayanan publik sangat ramah;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Mantap..!!  MRT Solusi Jakarta;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Nyaman,bersih dan tidak perlu berurusan dengan kemacetan.Semoga transportasi publiknya lebih banyak lagi dan nyaman untuk di naiki oleh siapa saja.INDONESIA MAJU??????;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
MRT Jakarta adalah andalan saya untuk menembus kemacetan Jakarta dengan cepat, nyaman dan aman;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Bagus agar dipertahan kan..semoga bisa ke berbagai Daerah Sampai ke Kota Bogor;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
bagi yg belum pernah naik MRT mk cobalah mk anda akan terkagum kagum begitu cepat ka.mrt menuju dg cepat bergerak dari st ke st, yg lain.. mantap bro..;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
dg adanya fasilitas ini... jakarta semakin setara moda transportasinya dengan kota2 besar di dunia;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
pelayanannya ramah ramah, terbaik, semoga bisa lebih baik;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Dengan MRT terjangkau, praktis, tepat waktu, hemat waktu;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Angkutan publik yg keren banget, sangat direkomendasikan …;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
MRT..transportasi yg nyaman.bersih.pelayannya ramah.dan murah.;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
"tetap selalu terjaga ke bersihan ny..... selain itu MRT emng benar""cepat laju ny.";Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Aman nyaman tepat waktu dan menarik banyak aktifitas musik dsb;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
sesuai dengan harganya, sangat memuaskan. pertahankan pelayanannya di segala bagian. MANTAP;Facebook;Positif;Positif;Positif;Positif;4;0;Positif
Terimakasih untuk manajemen MRT, kemarin termos kesayangan Saya ketinggalan di toilet MRT Dukuh Atas ..... 2 jam kemudian Saya cari.... tanya ke security, ternyata masih ada ;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
Seneng aku ada MRT. Jadi makin cepet sampe kantor dan balim kerumah. Masukan aja untuk mesing single trip nya mohon di banahi. Agar berfungsi dengan baik.;Twitter;Positif;Positif;Positif;Positif;4;0;Positif
MRT Jakarta terlalu bersih????;Instagram;Positif;Positif;Positif;Positif;4;0;Positif
MaasyaAllah keren banget program nya. Baca lagi, baca dulu, dan baca terus! Keren MRT!?;Instagram;Positif;Positif;Positif;Positif;4;0;Positif
MRT keren nih idenya…;Instagram;Positif;Positif;Positif;Positif;4;0;Positif
Kagum pada MRT…;Instagram;Positif;Positif;Positif;Positif;4;0;Positif
tadi pp naik mrt , masih aja bangga ya hihi....agak norak nih naik mrt di negara sendiri, lalu teman lanjut nyambung busway , bus nya dah keren asyik…;Instagram;Positif;Positif;Positif;Positif;4;0;Positif
MRT harus ada kalo utk solusi macet tapi sayangnya MRT di jakarta mahal kalo dibanding singapore/malaysia. di singapore MRT di subsidi oleh negara maka bisa murah dibandingkan pendapatan perkapitanya. Rp.8500 mahal dibandingkan pendapatan perkapita indonesia;LineToday;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Pertama naik MRT, saya merasa sedikit lebih mahal dibanding KRL. Tapi dengan segala fasilitas yang memadai, ini terasa sangat sebanding dengan uang yang saya keluarkan ;Youtube;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Bukan nyinyir tp memang kenyataan bahwa MRT kita ini mahal nya ga karuan lama nya ga karuan tp kok sama MRT Malaysia yang memakan waktu yg sama hasilnya jauh banget ya. Sayang aja padahal kan ini akan menjadi MRT perdana terlebih lagi akan melewati jalan protokol...;Youtube;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Kurang banyak Stasiun Transitnya. Andaikan Transportasi Jakarta Lebih Banyak. Murah dan Gampang. Pasti Jakarta Tidak Macet lagi. Karena orang Makin Jarang Menggunakan Kendaraan Pribadi ??????;Youtube;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
"Tolong untuk loket atau mesin pembelian tiket apakah bisa diperbannyak ? Soalnya kalo weekend ngantrinya sampe panjang bgt
Dan knp yah kok gak bisa pesen tiket pulang pergi seperti di KRL, padahal itu sangat membantu sekali supaya pas mau pulang tdk perlu ngantri beli tiket lagi";Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
min saran aja benerin itu mesin tap tiketnya. lambat banget responnya. kadang pintunya juga kebuka aja padahal belum di tap. banyak yang maen lewat aja kalo rush hour;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
kartu yg masih memakai jaminan merepotkan penumpang yg harus.menguangkan kembali jaminannya. patut dicari sistem yg lebih simpel.;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
toilet di stasiun MRT Jakarta rusak,kebersihan toilet masih kurang, penjagaan terbilang kurang memadai, saya ber kali - kali ngetab selalu gagal,hingga saya harus mondar mandir manggil petugas,sedangkan petugas yg ada cuma 1. Tolong diperbaiki lg;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
tolong petuga penjaga terdapat beberapa penumpang masih blm bs antri teratur dan blm patuh terhadap peraturan bhw tdk boleh makan dan buang sampah di MRT. Tolong diperketat penjagaan nya;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Security yg bertugas tolong lebih ramah lg! Kl ada kesalahan penumpang tolong diberitahu lebih sopan lagi.;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
sangat disayangkan sekali Mushalanya kecil, sempit dan jamaah laki2 dan wanita dicampur dlm 1 tempat yg sempit. Tempat wudhunya juga sebaiknya terpisah dan tertutup.;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Pelayanan petugas di loket masih lama. Masa 1 transaksi bisa sampai. 10menit. Kurang training apa gimana?;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Maaf nih, gate masih sering bermasalah dan respond sangat lama, masa kalah ama gate KRL yg notabene lebih Jadul;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
pelayanan nya kl bisa di tingkatkan ya. krn setiap tap kartu selalu gagal padahal saldo msh banyak ??…;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
penjualan loket sedikit, sy tidak melihat tempat updet saldo utk tiket terusan (emoney,tapcash,brizzi,dll), sehingga susah klo saldo tdk cukup, harus antri ke loket yg antriannya sgt panjang, kurangny spot2 pembelian minum di stasiun, harus menahan haus, kurangnya pengetahuan petugas jk penumpang mengalami masalah... smoga ada perbaikan utk kedepannya;Facebook;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
makanya ga pantas disediakan fasilitas2 yang baik, nyaman dan efisien untuk mereka. kalau tidak disediakan dibilang pemerintah tidak bekerja baik, jika disediakan eh malah dirusak. sepertinya hukum harus menghabisi tegas orang-orang bar-bar yang perlikau seperti ini agar fasilitas tidak rusak dan keluar biaya tidak perlu karena karya bar-bar macam mereka sehingga rakyat normal dan baik benar bisa menikmati secara efektif fasilitas negara tersebut.;Kumparan;Negatif;Negatif;Negatif;Positif;1;3;Negatif
Petugasnya juga kadang ngga disiplin mas, gimana masyarakatnya...ckckck;Kumparan;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Sepertinya harus dipasang CCTV dengan Speaker. Seperti di dekat Lampu Merah. Ditegur pakai Speaker biar ada Kesadaran.;Kumparan;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Sediakan tempat duduk dong...jgn malah gak ada fasilitas..kasihan yg tua dan cacat atau sedanh sakit..malah denda...gak ada edukasinya sama sekali..bikin males naik!;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Udah mahal aturannya banyak... dan jalurnya cuma satu... coba dikembangin lagi supaya MRT gak hanya milik Jakarta aja... mending naik busway dah... murah... 3.500 bisa keliling Jakarta seharian... aturannya gak seribet MRT... dan jalurnya sudah bisa menjangkau kota2 satelitnya Jakarta... apa perlu dibikin BLU MRT juga sama kyk Transjakarta?;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Kalo menurut saya, jalur MRT masih terbatas yaitu cuma 16km, idealnya 160km baru terasa manfaat MRT...;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
mrt mahal, mending buswaynya pak sutiyoso;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
AC nya kekencengan paak;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Kl bs jadi satu mrt busway (trans jkt jogja, solo)? tp jgn pake kartu okay trip.? Sekalian bikin yg buat touris pass;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
MRT sebenarnya sudah cukup ok. Kritik saya hanya di gate pembayaran (kartu), LAMBAT SEKALI bacanya. Kalau dibandingkan Jepang, gate mereka kebanyakan sudah tua, kelihatan dari tampilannya, namun masih sangat responsif begitu kartu menempel langsung gate terbuka. Ini akan sangat amat menghemat waktu masuk dan keluar, jangan terlalu pelit lah investasi disini.;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
"Pihak management MRT harusnya memperbanyak security dan peraturan dalam stasiun MRTnya harus dipertegas. Sekiranya ada yg melanggar, seperti piknik di MRT, harusnya petugas nyamperin lalu beritahu kalau hal tersebut tidak boleh dan minta mereka bubar baik-baik. Sekiranya sudah diberitahu tp masih bandel dan gak mau bubar, usir secara paksa. Peraturan harus ditegakkan.. bukan malah ""biarin lah.. masih baru soalnya, tar jg bosen"". Yg ada malah makin rame yg melanggar nanti. Coba aja piknik di MRT luar negeri, pasti lsg ditangkep.";Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Lha, Selasa siang 23 April 2019 masih ada 2 keluarga yang piknik sambil lesehan dan makan-makan di stasiun MRT Lebak Bulus Grab. Saya lapor petugas, petugasnya cuma cengangas-cengenges doang. ??????;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
tolong PT.MRT ganti donk chipnya supaya membaca kartunya cepat, dijepang aja bisa cepat baca kartu, orang mau naik MRT supaya cepat bukan malah lama dan antri waktu baca kartu;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Kasihan bangsaku. MRT bukan buat tamasya. Sedih;Detikcom;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Satu lagi, kemaren masih ada foto yg ngantri MRT pas banget di pintu keluar, padahal udah ada garis batas mengantri. Harus ada pegawai sih yg ngasih edukasi untuk beberapa bulan kedepan. Jadi garisnya ga sia2 dan warga mulai belajar. Biar sama2 untung, yg duluan dateng dapet duluan masuk;LineToday;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Halo @mrtjakarta  mau kasih saran aja, apa nggak sebaiknya ada penjaga atau kampanye yg menyuarakan bahwa tempat duduk prioritas sebaiknya dikosongkan kecuali utk yg masuk kategori, karena byk bgt justru yg prioritas nggak dikasih duduk sm yg keburu duduk di kursi prioritas hehe;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Pagi Min.. Boleh masukan gak supaya d Dukuh Atas disediain 1 pintu tap yg khusus utk kluar.. Karena klo lagi pas2an bareng sm yg rombongan dr KRL (terutama pagi) kami suka susah keluarnya karena gak ke bagian utk tapping keluar dan nunggunya kadang lumayan lama ?? Terima kasih ;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
ini satpam mrt kok ga ditegor, katanya kalo duduk dilantai bakal denda 500 rebu, tp kl rame ttp aja ga ditindak, dibiarin gitu aja. Kan jd jelek keliatannya stasiun mrt. *Stasiun mrt bundaran hi;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
halo mrtj. Sy merasa kesulitan untuk top up e money dan sejenisnya di setiap stasiun. Padahal di loketnya tertulis melayani beberapa kartu elektronik money. Tp ketika sampai di loket tulisannya tidak bisa. Hanya bisa untuk mrtj singgle atau multi trip.;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Mohon perhatiannya @mrtjakarta, dibawah kursi itu banyak bekas cipratan air, Kotor sepertinya, yg kering Di bagian aluminium. Sehabis Di pel sekalian Di lap lah bagian metalnya biar kinclong.;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Min.  Tolong petugas di gate in gate out di training tuk lebih sigap.  Kadang kartu gak bisa buka di gate out,  pas pindah gate sebelah nya baru bisa.  Nah petugas nya malah minta bala bantuan.  Entah ke mana minta nya.;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Di St.  Hi banyak yg gak bisa gate out.  Silang merah semua.  Kalo saya ke jadian di St.  Senayan dan Blok M,  bisa gate in,  gak bisa gate out.  ;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
AC di stasiun bundaran HI tidak nyala dan panas sekali di dalam peron. Kereta juga mengalami gangguan operasional. Gimana nih MRT Jakarta?Baru operasional udah ada gangguan operasional.;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
udh telat 10 menit daritadi blom ada yg lewat, yg ke lebak bulus udh ada 4. harusnya 13.26 skrg udh 13.37;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
ini kali ke-3 saya komplain bau AC MRT yg ga enak seperti bau pesing. 2 komplain saya ga pernah di respon. Padahal yg komplain hal ini juga udh banyak loh. Ada apa sama MRT?;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Kepada MRT Jakarta, saya sempat ke stasiun MRT bundaran HI tadi malam dan melihat mulai tangga masuk/keluar dan area lantai stasiunnya banyak terkena noda tinta atau tumpahan cat sehingga terlihat kotor dan juga masih ada sisa makanan di lantai eskalator dan kereta.;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Oh iya mrt bagaimana untuk jawaban kasus saya dimana saya masuk HI saldo e money 150an eh keluar blok A saldo saya 0. Duhh sistem gate nya tolong dong diperbaiki, jangan terus - terus an eror;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
petugas security kalian tidak pny cukup nyali utk menegur penumpang yg sdh terlihat jelas sdg makan di dlm MRT!!!;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Ini petugas  @mrtjakarta yang di dalam train kmn ya? Bisa dong menegur penumpang yang pada bawa anak trus seenaknya berisik dan main di atas kursi? Ganggu penumpang yg lain loh.;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Dear  @mrtjakarta mohon maap, ini kenapa proses beli tiketnya lama banget ya ngantrinya ?? ada kali satu orang 10 menit mah;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
Min, eskalator di Istora Mandiri yg exit BEI kapaaan. Sumpah lelah banget pagi2 ??????;Twitter;Negatif;Negatif;Negatif;Negatif;0;4;Negatif
